dataset,k,alpha,method,cost,cost_dev,time,time_dev,nmi,nmi_dev,ari,ari_dev
mnist,20,0.1,kmeans++,1566867.9,47398.215062278454,0.007343745231628418,0.0013379482531585332,0.6935504459673139,0.013723664416143547,0.4696220431866339,0.029632581632225107
mnist,20,0.1,Algo1,1000711.5703270731,1380.7452126782348,0.37369725704193113,0.8779148273379614,0.9626490261677597,0.0042300615036663155,0.9557145594923033,0.005254234621441097
mnist,20,0.1,Det,985464.9488687223,0.0,0.13239140510559083,0.23023857465877667,0.974957541130396,0.0,0.9726134919390971,0.0
mnist,20,0.1,Ours,985424.7533441397,389.56591391738124,0.08924460411071777,0.09630820523015178,0.9747104740738812,0.002662379417352625,0.9727072442039747,0.003311587998629142
mnist,20,0.1,Ours1,977593.5120430697,387.40622037533103,0.9174071788787842,2.6996717900013625,0.9789181693565432,0.005540160848206497,0.9739369237864658,0.007725301632365466
mnist,20,0.1,Ours2,985589.2129888439,285.119895276168,1.539287519454956,0.49555381869025455,0.9758358144158313,0.00259526411555775,0.9735000366890054,0.0028303248346984696
mnist,20,0.1,OPT,973005.2362891566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,20,0.2,kmeans++,1554603.7,27716.493465263604,0.006798934936523437,0.00045565366978903937,0.6901624885912556,0.018659153060050542,0.47889504364102214,0.031165104516667406
mnist,20,0.2,Algo1,1002576.2888735594,1897.7149234821775,0.08242671489715576,0.0014991068416461714,0.950448283208971,0.004518896056238018,0.9318907359110913,0.006786840944853085
mnist,20,0.2,Det,985693.1671996017,1.1641532182693481e-10,0.05694708824157715,0.0008246297668280466,0.9643537052401905,1.1102230246251565e-16,0.947627480135354,0.0
mnist,20,0.2,Ours,989827.2328659315,1802.9613516027323,0.058535528182983396,0.0006278234283460133,0.9590267829088408,0.003885946728311196,0.942044184243278,0.006562936586721657
mnist,20,0.2,Ours1,963164.9167098245,1277.56225995596,0.01723003387451172,0.0003686766022396473,0.9680873115361711,0.008170599726727944,0.9588282679547948,0.011450162943932132
mnist,20,0.2,Ours2,989876.5946715444,1258.227464006832,1.4201075315475464,0.019212482076549516,0.9566440761931144,0.0028526268249646704,0.9402617485094178,0.005288088708039776
mnist,20,0.2,OPT,951944.6397181798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,20,0.3,kmeans++,1530867.5,39409.249343904026,0.006667494773864746,0.0004964195131425425,0.7022118198540189,0.025777650640392377,0.5313505566360595,0.0509796051401996
mnist,20,0.3,Algo1,1063252.3557882553,3295.449955884749,0.08152475357055664,0.001338014319687626,0.9302295208581904,0.004970018450700841,0.9159740335448838,0.007307082864140155
mnist,20,0.3,Det,1035572.1597040526,1.1641532182693481e-10,0.05694458484649658,0.00068429197889031,0.941265047593064,1.1102230246251565e-16,0.9293296757923765,1.1102230246251565e-16
mnist,20,0.3,Ours,1046003.0093442776,4476.640315013103,0.058942651748657225,0.0011285998155546523,0.9306834526009424,0.005713869424949694,0.9144913465018556,0.009355156062060053
mnist,20,0.3,Ours1,984935.8030448457,3858.9570681476525,0.01754336357116699,0.00044028361808735726,0.9501336181665796,0.0071713258946840466,0.9417601194638486,0.008833123806028381
mnist,20,0.3,Ours2,1054985.395156134,1658.8964801261127,1.4289541244506836,0.022484571989570875,0.9330768856191873,0.004123733539396064,0.9191826042662736,0.005517540601385898
mnist,20,0.3,OPT,949462.2002191138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,20,0.4,kmeans++,1553675.0,27576.464338272228,0.006927108764648438,0.0005951747547435869,0.6880849457452631,0.022348505761306325,0.490166001944512,0.03486677364278118
mnist,20,0.4,Algo1,1187063.279594527,4592.731599357081,0.07932968139648437,0.0009395604060036729,0.8747042287916926,0.006524586027724048,0.8358115733432131,0.010799715853608827
mnist,20,0.4,Det,1135992.1240007267,0.0,0.05698473453521728,0.0003880573192869333,0.8853371937515464,0.0,0.8549413766668476,0.0
mnist,20,0.4,Ours,1157348.9110686271,5612.946584718289,0.0586376428604126,0.0006296750266752109,0.868124038665601,0.00923985141797139,0.8278174443766606,0.013614153009476295
mnist,20,0.4,Ours1,1080729.6321635966,9884.532555444137,0.017287445068359376,0.000534174501877545,0.8920037497834958,0.01066125507668554,0.8593455233510822,0.017788893320372055
mnist,20,0.4,Ours2,1171320.7620619382,4258.423407482765,1.445406436920166,0.012229350160198174,0.8773173691425933,0.007492016007390472,0.842150769555072,0.009319468446401354
mnist,20,0.4,OPT,974260.8865040389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,20,0.5,kmeans++,1546002.0,48334.589800680005,0.006584548950195312,0.0004751857796435875,0.7086722127707807,0.024347974441679535,0.5384364245316418,0.03911177040244414
mnist,20,0.5,Algo1,1281487.0260658646,6576.249819934349,0.08195810317993164,0.0008842806816305491,0.8816980241240128,0.0026883607764379308,0.8458335907089181,0.006006471013393706
mnist,20,0.5,Det,1218757.2920836206,0.0,0.057761001586914065,0.0009052713751737266,0.8766348923484235,1.1102230246251565e-16,0.8397585670869578,0.0
mnist,20,0.5,Ours,1240784.3223962006,6506.994156756894,0.05968730449676514,0.0005335765618787367,0.8612331582138951,0.013424127245623073,0.8160990220702413,0.020716049382738272
mnist,20,0.5,Ours1,1125796.18951296,10083.518948745372,0.0170947790145874,0.00027303145740692117,0.8779488193418749,0.011411475692258904,0.8316590975230674,0.021517724066476205
mnist,20,0.5,Ours2,1259916.141906205,9805.68445885338,1.4622512102127074,0.0146999504791523,0.873600255066451,0.009238095466273574,0.8314196360740702,0.013779997249346983
mnist,20,0.5,OPT,945891.3945834305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phy,20,0.1,kmeans++,427059902702.10956,22498020993.40108,0.10396482944488525,0.00508167404010016,0.8497503583542352,0.016360145333716117,0.6739850212094338,0.043990133250027985
phy,20,0.1,Algo1,304758362094.76514,74653004.88427295,1.9716396570205688,0.016095331074042988,0.9915934871465488,0.0011415269715939987,0.9912959598686681,0.0013148861262917144
phy,20,0.1,Det,304128288061.1103,0.0,1.8625502586364746,0.028144779751021747,0.995500476858386,1.1102230246251565e-16,0.9956814699492466,1.1102230246251565e-16
phy,20,0.1,Ours,308407371286.71454,1878822586.7124968,1.856990933418274,0.01811557174943872,0.9657878201857368,0.00554412775380694,0.9516022709995335,0.00965702662412947
phy,20,0.1,Ours1,302264795115.93115,36820202.594187245,0.632869815826416,0.021519230290863996,0.9904586796611439,0.001905770471628049,0.9894065227599421,0.0027292521165104893
phy,20,0.1,Ours2,304823960457.6487,119278081.6810013,4.852339816093445,0.058781399723756934,0.9857868111284812,0.0019852378528582857,0.9830342102044127,0.002643811747048536
phy,20,0.1,OPT,301938530598.36615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phy,20,0.2,kmeans++,439956575913.38153,25563129897.38375,0.1027613639831543,0.0022940081954629286,0.8408746892655792,0.015823292120114935,0.6498816621255201,0.04059769779157345
phy,20,0.2,Algo1,302425343796.98596,267870155.77637345,2.007690930366516,0.016387851844208698,0.9824832078776737,0.0023404109398585536,0.9777382988919896,0.00386991753356656
phy,20,0.2,Det,299702817606.1758,0.0,1.8756402730941772,0.020732245891579428,0.9847407118497056,1.1102230246251565e-16,0.9819229565214409,0.0
phy,20,0.2,Ours,312415991519.10925,3539731713.72044,1.8766663551330567,0.0183546441485035,0.9436742621041241,0.016167522474132553,0.907040663710357,0.035339127984887676
phy,20,0.2,Ours1,293271035496.5689,220524348.586075,0.6225831508636475,0.00769561967006183,0.979139686714721,0.005841813785966866,0.9714803880932216,0.010284874158910324
phy,20,0.2,Ours2,298837184438.88696,277759411.62977976,4.80410943031311,0.03951904203914312,0.9758797164872665,0.004264486695576505,0.9683537948159451,0.006395386396181823
phy,20,0.2,OPT,291350018284.61487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phy,20,0.3,kmeans++,444953927824.743,28494072364.256115,0.10336637496948242,0.004168976036330637,0.851445969617675,0.01813131844948427,0.6802745084908115,0.050368248466879054
phy,20,0.3,Algo1,308651834616.87714,450125046.4179477,1.970960521697998,0.02788417635419941,0.9822238077314409,0.0033668005444429955,0.9795277048726516,0.005502935216942829
phy,20,0.3,Det,306379962281.5742,0.0,1.8959764242172241,0.027033801545348998,0.9904331816893471,1.1102230246251565e-16,0.9901348935912948,0.0
phy,20,0.3,Ours,361312375997.8644,19072339882.98289,1.887786054611206,0.02709091144756744,0.921664929171901,0.012194437500206321,0.8584875723934969,0.029833358449274077
phy,20,0.3,Ours1,295096955598.1249,439232082.88221043,0.6221192836761474,0.0187334879783911,0.9775740446807865,0.003139869493275303,0.9700414546413578,0.0049246882559372904
phy,20,0.3,Ours2,306433262074.2995,1388673350.7443702,4.886253833770752,0.06839511583110944,0.9646040849959622,0.006684696286491705,0.949812808986645,0.011235512410968025
phy,20,0.3,OPT,291379074234.62573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phy,20,0.4,kmeans++,434293371047.97833,19550510702.9199,0.08996322154998779,0.005189681987904407,0.8437736820555205,0.010567435302573569,0.6570438246157001,0.026606153811501092
phy,20,0.4,Algo1,329823009915.3206,409472316.947236,1.8156594514846802,0.06262403496692967,0.9789998681520702,0.0024868724479012055,0.9728720459722773,0.00359030491211059
phy,20,0.4,Det,325165837553.999,0.0,1.7390786170959474,0.04876533332762326,0.9833463669171023,1.1102230246251565e-16,0.9799265954305257,1.1102230246251565e-16
phy,20,0.4,Ours,448956496325.7098,52158239626.08198,1.7355016708374023,0.03680199018136893,0.8901669170801393,0.018283414192496295,0.7773043532138886,0.047367367820863315
phy,20,0.4,Ours1,338612164898.36084,4117911474.895335,0.5209234952926636,0.020641850910225072,0.9440167858690997,0.0057802249747248525,0.9106159590894531,0.010380638158799273
phy,20,0.4,Ours2,327537642419.1095,2615150867.8054323,4.486420345306397,0.1625336639914872,0.953066104290891,0.006851419095353321,0.926667484964554,0.012267862673828003
phy,20,0.4,OPT,300282727221.46313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phy,20,0.5,kmeans++,444609497096.6434,28781079389.659115,0.10413384437561035,0.00814205382173282,0.8472454579730228,0.018745541647924826,0.6679468978153151,0.05167905778127391
phy,20,0.5,Algo1,344836008615.2539,1365551010.206535,1.988977026939392,0.06879891365846888,0.9671616857259684,0.003706795290430766,0.9573643379490964,0.006200925734510882
phy,20,0.5,Det,342590338558.54297,0.0,1.910035824775696,0.05640577527476596,0.9639627339077123,1.1102230246251565e-16,0.9459981769465668,1.1102230246251565e-16
phy,20,0.5,Ours,667897435035.2273,65984126565.18293,1.8957620859146118,0.06043500271770022,0.8729582502075808,0.013761264496264632,0.745906891819369,0.037793643936994616
phy,20,0.5,Ours1,538711352626.776,7156996913.143594,0.6175560712814331,0.03461114969661325,0.9151594149049043,0.00746610342815241,0.8537190099879803,0.01276920992166883
phy,20,0.5,Ours2,368091144076.4368,6697299188.996834,4.969662833213806,0.204129785314167,0.9166683606396857,0.008689999141621814,0.8504373808499986,0.022085755810796175
phy,20,0.5,OPT,305303445879.3678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
usps,20,0.1,kmeans++,436982.00676256174,9810.254045744174,0.05104773044586182,0.001387009005073214,0.5901625612522511,0.016575732393680404,0.4171920225919961,0.03576662822643631
usps,20,0.1,Algo1,293510.7603267256,77.74390831663824,1.5709928512573241,0.019632979013205553,0.9121587264175979,0.0013557111989029548,0.9018736703651404,0.002367143160460009
usps,20,0.1,Det,290244.3774402471,5.820766091346741e-11,1.753483247756958,0.009724565852988297,0.9361986766746824,1.1102230246251565e-16,0.9329884027831856,1.1102230246251565e-16
usps,20,0.1,Ours,290452.0252305475,294.6835712892273,1.7467322111129762,0.005911836157849269,0.9315909490882313,0.005088117663182651,0.9284076924492334,0.007345343629198948
usps,20,0.1,Ours1,288345.96179799846,93.87342001446137,0.48484253883361816,0.005190223080373797,0.9498528481425941,0.006717292909835583,0.9441185286963302,0.00964441033887107
usps,20,0.1,Ours2,290249.827166755,15.849258280422081,11.13957154750824,0.0937985946753284,0.9448295687585772,0.000836470521947457,0.9454368048143283,0.0010147935916505555
usps,20,0.1,OPT,287001.3536432647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
usps,20,0.2,kmeans++,439954.2668983725,10119.130574291086,0.05375640392303467,0.0037671049294826417,0.5857682199127077,0.028923056813100406,0.43187378961610995,0.0584719972228488
usps,20,0.2,Algo1,307530.3576595307,229.84236257219453,1.5565646171569825,0.0193283218218963,0.8712127767267613,0.0004748500117881307,0.8501984276409301,0.0011058382750623078
usps,20,0.2,Det,299866.3910959348,0.0,1.753918957710266,0.015415950447093981,0.884716199548693,0.0,0.872804465630739,1.1102230246251565e-16
usps,20,0.2,Ours,300540.3013429628,621.2379353617912,1.7613572597503662,0.017200448146981982,0.8732777364284958,0.007386619319452295,0.8609623898708632,0.009853127215889868
usps,20,0.2,Ours1,292028.8924383078,632.6641331114913,0.45714964866638186,0.007269413959251085,0.9078143575886019,0.006744102224396468,0.9046075576488481,0.008719331044256332
usps,20,0.2,Ours2,299667.185947243,162.10707538404347,11.45707049369812,0.1673073954834492,0.8931189754715954,0.0013414573490568118,0.8852531168187306,0.001787542569214427
usps,20,0.2,OPT,287153.75373688777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
usps,20,0.3,kmeans++,437111.0852873259,5583.584709583441,0.05309321880340576,0.004398600725769211,0.5828101555924974,0.01382892462254421,0.4462944112853003,0.04838563936245216
usps,20,0.3,Algo1,328890.0948727187,184.34730094752683,1.5800857543945312,0.03398775496647876,0.8395333737606746,0.0018867038257582068,0.8159255077453492,0.0020391592140141784
usps,20,0.3,Det,317096.020729086,5.820766091346741e-11,1.768625807762146,0.03880101089305217,0.8477306642713704,1.1102230246251565e-16,0.8323263168880926,0.0
usps,20,0.3,Ours,317091.40632231056,1159.5798240367108,1.7672941207885742,0.0313802161781511,0.8275747238577521,0.01778763290809388,0.8093816959616886,0.021641502395262524
usps,20,0.3,Ours1,304164.2795012739,1267.3138415719168,0.47083635330200196,0.013694926972442472,0.8598124784424284,0.007534433261198469,0.857416249109682,0.008588559232789538
usps,20,0.3,Ours2,317486.8646429212,189.2942197664894,11.87516667842865,0.4507272197342011,0.8622038227956134,0.0017308976816125061,0.8504747143313368,0.0022470417534055796
usps,20,0.3,OPT,289957.13279730896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
usps,20,0.4,kmeans++,440333.0683719773,6663.099677422594,0.0519071102142334,0.0028713134195103448,0.588810614873964,0.01891271836012655,0.4547202522504351,0.06608570864056766
usps,20,0.4,Algo1,356822.0785968361,400.8352982782343,1.5774446249008178,0.01828133259610428,0.823342734011599,0.0012554105866916167,0.7966917427820641,0.0016633487080011582
usps,20,0.4,Det,343986.8630481129,0.0,1.776505446434021,0.022794332986365146,0.8250634573195603,0.0,0.8010075314925288,1.1102230246251565e-16
usps,20,0.4,Ours,338236.59864850144,3349.6057884622355,1.7647159099578857,0.01756978217055526,0.784087209145526,0.020561492621336715,0.7537308570171535,0.028697537785611398
usps,20,0.4,Ours1,320956.1419297701,3374.040990277087,0.47868669033050537,0.0075778721781899665,0.8175636990023403,0.0142614366334506,0.8080049539692131,0.022790717166372012
usps,20,0.4,Ours2,342339.7416123549,639.7096724355337,11.79625027179718,0.1741600757617505,0.8337965004640209,0.005670167672587082,0.8148618608799515,0.006563863593063601
usps,20,0.4,OPT,287727.6975147819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
usps,20,0.5,kmeans++,440582.9833001873,6331.209692233936,0.05065476894378662,0.0019622840174086144,0.5882461595929055,0.021006032902324338,0.45222953894838164,0.054847550228277246
usps,20,0.5,Algo1,392996.2420483127,620.8360885145955,1.5769334793090821,0.018982865113331915,0.7851661302864643,0.0009737438224656753,0.7354560702602786,0.0020480446781393556
usps,20,0.5,Det,382722.40630988183,5.820766091346741e-11,1.7639976263046264,0.010268057086289249,0.7909713190698107,1.1102230246251565e-16,0.7464943076627685,0.0
usps,20,0.5,Ours,373674.19541792653,3905.883751912845,1.7677144765853883,0.016080301140136175,0.7070598580053853,0.0245213077259195,0.64488587343067,0.035624909411985525
usps,20,0.5,Ours1,359357.34567019396,2346.733359424429,0.4503293514251709,0.007719338453461518,0.7523671926337284,0.015926706837661418,0.7179826196716305,0.01606201737490728
usps,20,0.5,Ours2,378029.9240187034,482.9326073435036,11.817960572242736,0.14375546254484262,0.7955185618104341,0.001466634113409856,0.7532748030229303,0.0018747806511070896
usps,20,0.5,OPT,287672.26587830327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
